sigPos,sigNeg,pdPos,hwPos,cccPos,pdNeg,hwNeg,cccNeg,fr1,fr2,pli1,pli2,spi1,spi2
1.00000,0.00000,-0.50000,1.50000,0.03239,0.00000,0.00000,0.00000,3.50627,4.52634,0.14548,0.15929,0.82437,0.81141
0.00000,0.00000,1.50000,NaN,0.01192,0.00000,0.00000,0.00000,1.31086,11.06387,0.14055,0.05890,0.64356,0.58731
0.00000,0.00000,-37.50000,NaN,0.00639,0.00000,0.00000,0.00000,1.31086,10.50055,0.14055,0.06752,0.64356,0.70017
1.00000,0.00000,0.50000,1.00000,0.03943,0.00000,0.00000,0.00000,1.31086,9.38914,0.14055,0.07280,0.64356,0.71243
1.00000,0.00000,-1.50000,1.00000,0.00350,0.00000,0.00000,0.00000,11.06387,10.50055,0.05890,0.06752,0.58731,0.70017
1.00000,0.00000,1.00000,1.50000,0.01693,0.00000,0.00000,0.00000,11.06387,9.38914,0.05890,0.07280,0.58731,0.71243
1.00000,0.00000,0.50000,1.50000,0.01347,0.00000,0.00000,0.00000,10.50055,9.38914,0.06752,0.07280,0.70017,0.71243
0.00000,0.00000,-12.00000,NaN,0.00448,0.00000,0.00000,0.00000,0.61500,0.81055,0.17403,0.17269,0.50577,0.68678
0.00000,0.00000,32.00000,NaN,0.01045,0.00000,0.00000,0.00000,0.61500,3.56827,0.17403,0.08455,0.50577,0.54928
1.00000,0.00000,1.50000,1.00000,0.02945,0.00000,0.00000,0.00000,0.81055,3.56827,0.17269,0.08455,0.68678,0.54928
0.00000,0.00000,-2.00000,NaN,0.03634,0.00000,0.00000,0.00000,1.53314,29.53921,0.17082,0.09766,0.59392,0.86107
1.00000,0.00000,1.00000,1.50000,0.12511,0.00000,0.00000,0.00000,1.53314,35.95952,0.17082,0.08716,0.59392,0.77521
1.00000,0.00000,0.50000,1.00000,0.08929,0.00000,0.00000,0.00000,29.53921,35.95952,0.09766,0.08716,0.86107,0.77521
0.00000,0.00000,-4.50000,NaN,0.04152,0.00000,0.00000,0.00000,0.13398,7.43885,0.36645,0.08036,0.37075,0.65233
0.00000,0.00000,1.00000,NaN,0.06450,0.00000,0.00000,0.00000,0.13398,4.02392,0.36645,0.10090,0.37075,0.61773
0.00000,0.00000,-27.50000,NaN,0.02936,0.00000,0.00000,0.00000,0.13398,10.72589,0.36645,0.07723,0.37075,0.81647
1.00000,0.00000,1.00000,1.00000,0.01774,0.00000,0.00000,0.00000,7.43885,4.02392,0.08036,0.10090,0.65233,0.61773
0.00000,0.00000,-35.00000,NaN,0.00526,0.00000,0.00000,0.00000,7.43885,10.72589,0.08036,0.07723,0.65233,0.81647
1.00000,0.00000,-1.00000,1.00000,0.01960,0.00000,0.00000,0.00000,4.02392,10.72589,0.10090,0.07723,0.61773,0.81647
0.00000,0.00000,-32.00000,NaN,0.00912,0.00000,0.00000,0.00000,0.47958,0.64250,0.27895,0.25314,0.59710,0.72335
1.00000,0.00000,0.50000,1.00000,0.03672,0.00000,0.00000,0.00000,0.47958,2.01729,0.27895,0.17732,0.59710,0.76751
0.00000,0.00000,12.00000,NaN,0.01724,0.00000,0.00000,0.00000,0.47958,4.28122,0.27895,0.18315,0.59710,0.84854
1.00000,0.00000,0.50000,1.00000,0.05555,0.00000,0.00000,0.00000,0.64250,2.01729,0.25314,0.17732,0.72335,0.76751
1.00000,0.00000,0.50000,1.50000,0.02901,0.00000,0.00000,0.00000,0.64250,4.28122,0.25314,0.18315,0.72335,0.84854
1.00000,0.00000,-0.50000,1.00000,0.02910,0.00000,0.00000,0.00000,2.01729,4.28122,0.17732,0.18315,0.76751,0.84854
1.00000,0.00000,0.50000,1.50000,0.02555,0.00000,0.00000,0.00000,8.00065,8.13615,0.05575,0.06057,0.46632,0.64305
1.00000,0.00000,1.50000,1.50000,0.03663,0.00000,0.00000,0.00000,18.66716,6.26958,0.04498,0.06895,0.79045,0.56044
1.00000,0.00000,1.50000,1.50000,0.03275,0.00000,0.00000,0.00000,18.66716,7.35968,0.04498,0.06422,0.79045,0.61476
1.00000,0.00000,1.50000,2.00000,0.01117,0.00000,0.00000,0.00000,6.26958,7.35968,0.06895,0.06422,0.56044,0.61476
0.00000,0.00000,37.50000,NaN,0.01153,0.00000,0.00000,0.00000,1.56207,0.75058,0.21153,0.19991,0.61543,0.71978
0.00000,0.00000,1.00000,NaN,0.00975,0.00000,0.00000,0.00000,1.56207,0.67750,0.21153,0.18012,0.61543,0.57536
0.00000,0.00000,-34.00000,NaN,0.02147,0.00000,0.00000,0.00000,1.56207,5.01963,0.21153,0.17024,0.61543,0.74108
1.00000,0.00000,1.00000,1.00000,0.02290,0.00000,0.00000,0.00000,1.56207,6.44010,0.21153,0.12319,0.61543,0.81743
0.00000,0.00000,-36.50000,NaN,0.00386,0.00000,0.00000,0.00000,0.75058,0.67750,0.19991,0.18012,0.71978,0.57536
0.00000,0.00000,-35.50000,NaN,0.01641,0.00000,0.00000,0.00000,0.75058,5.01963,0.19991,0.17024,0.71978,0.74108
1.00000,0.00000,0.50000,1.50000,0.12883,0.00000,0.00000,0.00000,0.75058,6.44010,0.19991,0.12319,0.71978,0.81743
0.00000,0.00000,-17.00000,NaN,0.01475,0.00000,0.00000,0.00000,0.67750,5.01963,0.18012,0.17024,0.57536,0.74108
1.00000,0.00000,0.50000,1.00000,0.08436,0.00000,0.00000,0.00000,0.67750,6.44010,0.18012,0.12319,0.57536,0.81743
1.00000,0.00000,1.00000,1.00000,0.01418,0.00000,0.00000,0.00000,5.01963,6.44010,0.17024,0.12319,0.74108,0.81743
0.00000,0.00000,23.50000,NaN,0.01251,0.00000,0.00000,0.00000,1.03224,1.91528,0.29780,0.18995,0.56522,0.74660
0.00000,0.00000,-1.50000,NaN,0.00695,0.00000,0.00000,0.00000,1.03224,1.04747,0.29780,0.19882,0.56522,0.82524
1.00000,0.00000,-1.00000,1.00000,0.03445,0.00000,0.00000,0.00000,1.03224,6.29242,0.29780,0.15188,0.56522,0.81928
0.00000,0.00000,0.50000,NaN,0.01344,0.00000,0.00000,0.00000,1.91528,1.04747,0.18995,0.19882,0.74660,0.82524
1.00000,0.00000,1.00000,1.00000,0.02300,0.00000,0.00000,0.00000,1.91528,6.29242,0.18995,0.15188,0.74660,0.81928
1.00000,0.00000,1.00000,1.00000,0.02889,0.00000,0.00000,0.00000,1.04747,6.29242,0.19882,0.15188,0.82524,0.81928
1.00000,0.00000,-1.00000,1.50000,0.01584,0.00000,0.00000,0.00000,2.86683,2.05383,0.08860,0.10410,0.54219,0.42369
1.00000,0.00000,1.00000,2.00000,0.01907,0.00000,0.00000,0.00000,2.86683,6.64868,0.08860,0.06699,0.54219,0.71117
1.00000,0.00000,-1.00000,1.00000,0.10024,0.00000,0.00000,0.00000,2.86683,1.31695,0.08860,0.11726,0.54219,0.30560
1.00000,0.00000,0.50000,1.50000,0.03729,0.00000,0.00000,0.00000,2.05383,6.64868,0.10410,0.06699,0.42369,0.71117
1.00000,0.00000,0.50000,1.00000,0.01531,0.00000,0.00000,0.00000,2.05383,1.31695,0.10410,0.11726,0.42369,0.30560
1.00000,0.00000,-1.00000,1.00000,0.10812,0.00000,0.00000,0.00000,6.64868,1.31695,0.06699,0.11726,0.71117,0.30560
1.00000,0.00000,-1.50000,1.50000,0.00802,0.00000,0.00000,0.00000,2.68686,4.39084,0.08019,0.06673,0.43649,0.56335
0.00000,0.00000,1.50000,NaN,0.00347,0.00000,0.00000,0.00000,2.68686,2.52428,0.08019,0.08644,0.43649,0.37344
0.00000,0.00000,1.50000,NaN,0.00624,0.00000,0.00000,0.00000,4.39084,2.52428,0.06673,0.08644,0.56335,0.37344
0.00000,0.00000,1.00000,NaN,0.02883,0.00000,0.00000,0.00000,0.30450,2.14975,0.25716,0.19988,0.50433,0.84931
0.00000,0.00000,-32.00000,NaN,0.00561,0.00000,0.00000,0.00000,6.47664,3.04344,0.07088,0.07515,0.55318,0.57639
0.00000,0.00000,1.00000,NaN,0.00667,0.00000,0.00000,0.00000,6.47664,1.58795,0.07088,0.11887,0.55318,0.40149
0.00000,0.00000,-2.00000,NaN,0.00481,0.00000,0.00000,0.00000,6.47664,3.92344,0.07088,0.07890,0.55318,0.59449
0.00000,0.00000,0.50000,NaN,0.00721,0.00000,0.00000,0.00000,3.04344,1.58795,0.07515,0.11887,0.57639,0.40149
0.00000,0.00000,0.50000,NaN,0.00745,0.00000,0.00000,0.00000,3.04344,3.92344,0.07515,0.07890,0.57639,0.59449
1.00000,0.00000,-0.50000,2.00000,0.01087,0.00000,0.00000,0.00000,1.58795,3.92344,0.11887,0.07890,0.40149,0.59449
0.00000,0.00000,-27.00000,NaN,0.02349,0.00000,0.00000,0.00000,0.37149,12.84519,0.26888,0.06349,0.50218,0.57363
0.00000,0.00000,-40.00000,NaN,0.01472,0.00000,0.00000,0.00000,0.37149,3.43472,0.26888,0.09390,0.50218,0.68824
0.00000,0.00000,-11.00000,NaN,0.03260,0.00000,0.00000,0.00000,0.37149,9.42112,0.26888,0.08981,0.50218,0.73021
1.00000,0.00000,1.00000,2.00000,0.00707,0.00000,0.00000,0.00000,12.84519,3.43472,0.06349,0.09390,0.57363,0.68824
0.00000,0.00000,-37.50000,NaN,0.00509,0.00000,0.00000,0.00000,12.84519,9.42112,0.06349,0.08981,0.57363,0.73021
0.00000,0.00000,23.50000,NaN,0.00735,0.00000,0.00000,0.00000,3.43472,9.42112,0.09390,0.08981,0.68824,0.73021
1.00000,0.00000,0.50000,1.50000,0.06698,0.00000,0.00000,0.00000,3.65399,10.54329,0.13174,0.12571,0.82141,0.81646
1.00000,0.00000,0.50000,1.00000,0.03563,0.00000,0.00000,0.00000,3.65399,8.93096,0.13174,0.11620,0.82141,0.82055
1.00000,0.00000,-1.00000,1.00000,0.01890,0.00000,0.00000,0.00000,10.54329,8.93096,0.12571,0.11620,0.81646,0.82055
1.00000,0.00000,-0.50000,1.50000,0.20685,0.00000,0.00000,0.00000,7.62923,3.09067,0.11462,0.14426,0.68889,0.67385
1.00000,0.00000,-0.50000,1.00000,0.07507,0.00000,0.00000,0.00000,7.62923,9.87643,0.11462,0.09285,0.68889,0.78724
1.00000,0.00000,0.50000,1.50000,0.04758,0.00000,0.00000,0.00000,7.62923,7.99006,0.11462,0.07876,0.68889,0.58726
1.00000,0.00000,1.00000,1.50000,0.04440,0.00000,0.00000,0.00000,3.09067,9.87643,0.14426,0.09285,0.67385,0.78724
1.00000,0.00000,0.50000,1.00000,0.16684,0.00000,0.00000,0.00000,3.09067,7.99006,0.14426,0.07876,0.67385,0.58726
1.00000,0.00000,0.50000,1.00000,0.22380,0.00000,0.00000,0.00000,9.87643,7.99006,0.09285,0.07876,0.78724,0.58726
1.00000,0.00000,1.00000,1.50000,0.03068,0.00000,0.00000,0.00000,5.89967,7.01719,0.15739,0.12272,0.82490,0.77214
1.00000,0.00000,-1.50000,2.00000,0.01166,0.00000,0.00000,0.00000,5.59213,1.68084,0.07803,0.09477,0.64702,0.28047
1.00000,0.00000,1.00000,1.00000,0.02007,0.00000,0.00000,0.00000,5.59213,2.59586,0.07803,0.10383,0.64702,0.49891
1.00000,0.00000,1.50000,2.50000,0.01821,0.00000,0.00000,0.00000,5.59213,3.40735,0.07803,0.07496,0.64702,0.47126
0.00000,0.00000,1.50000,NaN,0.01577,0.00000,0.00000,0.00000,1.68084,2.59586,0.09477,0.10383,0.28047,0.49891
1.00000,0.00000,0.50000,1.50000,0.03603,0.00000,0.00000,0.00000,1.68084,3.40735,0.09477,0.07496,0.28047,0.47126
1.00000,0.00000,1.00000,1.50000,0.01526,0.00000,0.00000,0.00000,2.59586,3.40735,0.10383,0.07496,0.49891,0.47126
1.00000,0.00000,0.50000,1.00000,0.24821,0.00000,0.00000,0.00000,6.00625,14.83825,0.08002,0.06229,0.51930,0.64548
1.00000,0.00000,0.50000,1.00000,0.06392,0.00000,0.00000,0.00000,6.00625,3.21856,0.08002,0.09965,0.51930,0.53929
1.00000,0.00000,-1.00000,1.50000,0.14356,0.00000,0.00000,0.00000,14.83825,3.21856,0.06229,0.09965,0.64548,0.53929
0.00000,0.00000,18.00000,NaN,0.01157,0.00000,0.00000,0.00000,0.82684,2.98714,0.21816,0.16980,0.64374,0.77629
1.00000,0.00000,1.00000,1.00000,0.15174,0.00000,0.00000,0.00000,0.82684,10.70467,0.21816,0.14426,0.64374,0.73596
1.00000,0.00000,21.00000,1.00000,0.01059,0.00000,0.00000,0.00000,2.98714,10.70467,0.16980,0.14426,0.77629,0.73596
1.00000,0.00000,-1.00000,1.50000,0.01245,0.00000,0.00000,0.00000,19.29460,4.12292,0.03579,0.06220,0.64207,0.36631
0.00000,0.00000,1.00000,NaN,0.01314,0.00000,0.00000,0.00000,0.42325,2.07095,0.21402,0.17604,0.45996,0.75287
0.00000,0.00000,-13.00000,NaN,0.01265,0.00000,0.00000,0.00000,0.42325,3.08914,0.21402,0.15699,0.45996,0.82400
0.00000,0.00000,22.50000,NaN,0.01613,0.00000,0.00000,0.00000,0.42325,3.21551,0.21402,0.15723,0.45996,0.74060
0.00000,0.00000,28.50000,NaN,0.00656,0.00000,0.00000,0.00000,2.07095,3.08914,0.17604,0.15699,0.75287,0.82400
1.00000,0.00000,1.00000,1.00000,0.02261,0.00000,0.00000,0.00000,2.07095,3.21551,0.17604,0.15723,0.75287,0.74060
0.00000,0.00000,1.00000,NaN,0.01263,0.00000,0.00000,0.00000,3.08914,3.21551,0.15699,0.15723,0.82400,0.74060
1.00000,0.00000,-0.50000,1.50000,0.04231,0.00000,0.00000,0.00000,15.83396,0.94649,0.05140,0.13726,0.70002,0.20447
1.00000,0.00000,0.50000,1.00000,0.05925,0.00000,0.00000,0.00000,15.83396,2.87143,0.05140,0.08366,0.70002,0.53949
1.00000,0.00000,1.50000,1.00000,0.01188,0.00000,0.00000,0.00000,15.83396,11.73540,0.05140,0.05970,0.70002,0.53598
1.00000,0.00000,0.50000,2.00000,0.02909,0.00000,0.00000,0.00000,0.94649,2.87143,0.13726,0.08366,0.20447,0.53949
0.00000,0.00000,1.00000,NaN,0.01680,0.00000,0.00000,0.00000,0.94649,11.73540,0.13726,0.05970,0.20447,0.53598
1.00000,0.00000,-1.00000,2.00000,0.01971,0.00000,0.00000,0.00000,2.87143,11.73540,0.08366,0.05970,0.53949,0.53598
1.00000,0.00000,-0.50000,1.00000,0.04951,0.00000,0.00000,0.00000,4.78977,2.22422,0.07119,0.09282,0.51448,0.31692
1.00000,0.00000,-1.00000,1.50000,0.01011,0.00000,0.00000,0.00000,4.78977,3.90673,0.07119,0.08325,0.51448,0.46243
1.00000,0.00000,0.50000,1.50000,0.02673,0.00000,0.00000,0.00000,2.22422,3.90673,0.09282,0.08325,0.31692,0.46243
0.00000,0.00000,-0.50000,NaN,0.02158,0.00000,0.00000,0.00000,4.69233,1.80217,0.15241,0.18332,0.79269,0.79155
1.00000,0.00000,-1.00000,1.50000,0.01957,0.00000,0.00000,0.00000,4.69233,6.15545,0.15241,0.14405,0.79269,0.80747
1.00000,0.00000,1.50000,2.00000,0.01595,0.00000,0.00000,0.00000,1.80217,6.15545,0.18332,0.14405,0.79155,0.80747
1.00000,0.00000,0.50000,1.50000,0.01436,0.00000,0.00000,0.00000,19.78636,4.13662,0.07400,0.09498,0.65865,0.72443
1.00000,0.00000,0.50000,1.50000,0.01648,0.00000,0.00000,0.00000,19.78636,11.68668,0.07400,0.07046,0.65865,0.74065
1.00000,0.00000,1.00000,1.50000,0.02932,0.00000,0.00000,0.00000,4.13662,11.68668,0.09498,0.07046,0.72443,0.74065
1.00000,0.00000,1.00000,1.50000,0.04817,0.00000,0.00000,0.00000,1.50262,11.52225,0.16756,0.12295,0.76947,0.74823
1.00000,0.00000,-0.50000,1.00000,0.05235,0.00000,0.00000,0.00000,1.50262,6.84210,0.16756,0.10533,0.76947,0.80403
1.00000,0.00000,0.50000,1.00000,0.01809,0.00000,0.00000,0.00000,1.50262,3.64029,0.16756,0.11091,0.76947,0.75827
1.00000,0.00000,-1.00000,1.50000,0.03079,0.00000,0.00000,0.00000,11.52225,6.84210,0.12295,0.10533,0.74823,0.80403
0.00000,0.00000,0.00000,NaN,0.00946,0.00000,0.00000,0.00000,11.52225,3.64029,0.12295,0.11091,0.74823,0.75827
1.00000,0.00000,0.50000,1.00000,0.03800,0.00000,0.00000,0.00000,6.84210,3.64029,0.10533,0.11091,0.80403,0.75827
0.00000,0.00000,29.50000,NaN,0.00781,0.00000,0.00000,0.00000,1.20089,2.21974,0.19633,0.12394,0.63758,0.64768
0.00000,0.00000,33.50000,NaN,0.00571,0.00000,0.00000,0.00000,1.20089,1.31087,0.19633,0.15227,0.63758,0.70015
1.00000,0.00000,1.00000,1.00000,0.04394,0.00000,0.00000,0.00000,1.20089,6.65178,0.19633,0.10123,0.63758,0.75176
0.00000,0.00000,-9.00000,NaN,0.00468,0.00000,0.00000,0.00000,2.21974,1.31087,0.12394,0.15227,0.64768,0.70015
0.00000,0.00000,-12.50000,NaN,0.00561,0.00000,0.00000,0.00000,2.21974,6.65178,0.12394,0.10123,0.64768,0.75176
1.00000,0.00000,0.50000,1.50000,0.04311,0.00000,0.00000,0.00000,1.31087,6.65178,0.15227,0.10123,0.70015,0.75176
1.00000,0.00000,1.00000,1.50000,0.04892,0.00000,0.00000,0.00000,1.31543,1.70672,0.23829,0.14669,0.83385,0.67984
0.00000,0.00000,10.00000,NaN,0.00821,0.00000,0.00000,0.00000,1.31543,2.11627,0.23829,0.19441,0.83385,0.80236
1.00000,0.00000,-1.00000,1.50000,0.02296,0.00000,0.00000,0.00000,1.70672,2.11627,0.14669,0.19441,0.67984,0.80236
1.00000,0.00000,1.50000,1.50000,0.02911,0.00000,0.00000,0.00000,11.93789,3.78645,0.05012,0.09314,0.63599,0.56545
1.00000,0.00000,-1.00000,1.50000,0.01094,0.00000,0.00000,0.00000,5.07296,2.27121,0.07359,0.11633,0.68581,0.57549
0.00000,0.00000,19.00000,NaN,0.00980,0.00000,0.00000,0.00000,1.32609,3.22008,0.18111,0.16843,0.58179,0.75231
1.00000,0.00000,-17.00000,1.50000,0.01689,0.00000,0.00000,0.00000,1.32609,12.36876,0.18111,0.13398,0.58179,0.77998
1.00000,0.00000,2.00000,1.00000,0.01527,0.00000,0.00000,0.00000,3.22008,12.36876,0.16843,0.13398,0.75231,0.77998
0.00000,0.00000,-37.50000,NaN,0.00693,0.00000,0.00000,0.00000,0.61458,1.06575,0.23728,0.15398,0.76854,0.73491
0.00000,0.00000,-40.00000,NaN,0.01132,0.00000,0.00000,0.00000,0.61458,2.21371,0.23728,0.18610,0.76854,0.81123
0.00000,0.00000,1.00000,NaN,0.01315,0.00000,0.00000,0.00000,1.06575,2.21371,0.15398,0.18610,0.73491,0.81123
1.00000,0.00000,1.50000,1.50000,0.01507,0.00000,0.00000,0.00000,16.24046,5.90728,0.04744,0.06628,0.59787,0.54976
1.00000,0.00000,1.00000,1.50000,0.01721,0.00000,0.00000,0.00000,16.24046,2.81028,0.04744,0.09183,0.59787,0.51255
1.00000,0.00000,1.50000,1.50000,0.02641,0.00000,0.00000,0.00000,16.24046,7.91546,0.04744,0.06521,0.59787,0.47298
1.00000,0.00000,-1.50000,1.00000,0.01121,0.00000,0.00000,0.00000,5.90728,2.81028,0.06628,0.09183,0.54976,0.51255
1.00000,0.00000,1.50000,1.00000,0.00867,0.00000,0.00000,0.00000,5.90728,7.91546,0.06628,0.06521,0.54976,0.47298
0.00000,0.00000,-1.00000,NaN,0.01294,0.00000,0.00000,0.00000,2.81028,7.91546,0.09183,0.06521,0.51255,0.47298
0.00000,0.00000,-36.50000,NaN,0.00633,0.00000,0.00000,0.00000,3.05204,2.71156,0.18931,0.18266,0.79311,0.78160
1.00000,0.00000,-1.50000,1.50000,0.01159,0.00000,0.00000,0.00000,3.05204,4.79586,0.18931,0.15706,0.79311,0.86024
1.00000,0.00000,1.00000,1.50000,0.06446,0.00000,0.00000,0.00000,3.05204,13.77706,0.18931,0.12173,0.79311,0.85758
0.00000,0.00000,-35.00000,NaN,0.00659,0.00000,0.00000,0.00000,2.71156,4.79586,0.18266,0.15706,0.78160,0.86024
1.00000,0.00000,0.50000,1.50000,0.28067,0.00000,0.00000,0.00000,2.71156,13.77706,0.18266,0.12173,0.78160,0.85758
1.00000,0.00000,0.50000,1.00000,0.33575,0.00000,0.00000,0.00000,4.79586,13.77706,0.15706,0.12173,0.86024,0.85758
0.00000,0.00000,15.00000,NaN,0.01016,0.00000,0.00000,0.00000,1.08859,1.93205,0.13848,0.18200,0.57516,0.72366
0.00000,0.00000,-23.00000,NaN,0.00494,0.00000,0.00000,0.00000,1.08859,1.24254,0.13848,0.16039,0.57516,0.54804
0.00000,0.00000,-32.00000,NaN,0.00660,0.00000,0.00000,0.00000,1.08859,0.42263,0.13848,0.19328,0.57516,0.26595
0.00000,0.00000,-7.00000,NaN,0.00516,0.00000,0.00000,0.00000,1.93205,1.24254,0.18200,0.16039,0.72366,0.54804
0.00000,0.00000,-29.00000,NaN,0.00976,0.00000,0.00000,0.00000,1.93205,0.42263,0.18200,0.19328,0.72366,0.26595
0.00000,0.00000,33.00000,NaN,0.00653,0.00000,0.00000,0.00000,1.24254,0.42263,0.16039,0.19328,0.54804,0.26595
1.00000,0.00000,-15.00000,1.00000,0.01951,0.00000,0.00000,0.00000,0.79673,3.33427,0.22260,0.17061,0.70028,0.75936
0.00000,0.00000,25.00000,NaN,0.00864,0.00000,0.00000,0.00000,0.79673,1.93357,0.22260,0.15981,0.70028,0.72066
0.00000,0.00000,1.00000,NaN,0.00861,0.00000,0.00000,0.00000,0.79673,2.03405,0.22260,0.15082,0.70028,0.80160
1.00000,0.00000,11.50000,1.00000,0.00777,0.00000,0.00000,0.00000,3.33427,1.93357,0.17061,0.15981,0.75936,0.72066
0.00000,0.00000,-1.50000,NaN,0.00653,0.00000,0.00000,0.00000,3.33427,2.03405,0.17061,0.15082,0.75936,0.80160
0.00000,0.00000,0.50000,NaN,0.00449,0.00000,0.00000,0.00000,1.93357,2.03405,0.15981,0.15082,0.72066,0.80160
