sigPos,sigNeg,pdPos,hwPos,cccPos,pdNeg,hwNeg,cccNeg,btmf1,btmf2,bsmf1,bsmf2
1.00000,0.00000,1.00000,1.00000,0.02610,0.00000,0.00000,0.00000,167.14350,89.81050,0.14750,0.18050
1.00000,0.00000,-0.50000,1.00000,0.02723,0.00000,0.00000,0.00000,152.04600,139.39400,0.24200,0.19300
0.00000,0.00000,-5.00000,NaN,0.00800,0.00000,0.00000,0.00000,152.04600,116.19800,0.24200,0.29100
1.00000,0.00000,0.50000,1.50000,0.06405,0.00000,0.00000,0.00000,152.04600,71.63400,0.24200,0.31800
0.00000,0.00000,38.50000,NaN,0.00669,0.00000,0.00000,0.00000,139.39400,116.19800,0.19300,0.29100
1.00000,0.00000,1.00000,1.50000,0.03591,0.00000,0.00000,0.00000,139.39400,71.63400,0.19300,0.31800
1.00000,0.00000,1.00000,1.50000,0.02560,0.00000,0.00000,0.00000,116.19800,71.63400,0.29100,0.31800
1.00000,0.00000,1.00000,1.00000,0.01667,0.00000,0.00000,0.00000,60.49850,115.18700,0.55950,0.41650
1.00000,0.00000,0.50000,1.00000,0.07000,0.00000,0.00000,0.00000,60.49850,138.21950,0.55950,0.48400
1.00000,0.00000,1.50000,1.50000,0.02710,0.00000,0.00000,0.00000,60.49850,136.44750,0.55950,0.29350
0.00000,0.00000,-1.00000,NaN,0.01329,0.00000,0.00000,0.00000,115.18700,138.21950,0.41650,0.48400
1.00000,0.00000,1.50000,1.00000,0.01417,0.00000,0.00000,0.00000,115.18700,136.44750,0.41650,0.29350
1.00000,0.00000,-0.50000,1.00000,0.02690,0.00000,0.00000,0.00000,138.21950,136.44750,0.48400,0.29350
0.00000,0.00000,36.50000,NaN,0.01438,0.00000,0.00000,0.00000,196.89650,189.91300,0.34300,0.14450
0.00000,0.00000,7.50000,NaN,0.00974,0.00000,0.00000,0.00000,196.89650,201.96300,0.34300,0.16950
1.00000,0.00000,0.50000,1.00000,0.07471,0.00000,0.00000,0.00000,196.89650,127.78000,0.34300,0.21650
0.00000,0.00000,-1.50000,NaN,0.02278,0.00000,0.00000,0.00000,189.91300,201.96300,0.14450,0.16950
0.00000,0.00000,-1.00000,NaN,0.00897,0.00000,0.00000,0.00000,189.91300,127.78000,0.14450,0.21650
0.00000,0.00000,0.50000,NaN,0.02016,0.00000,0.00000,0.00000,201.96300,127.78000,0.16950,0.21650
1.00000,0.00000,1.00000,1.50000,0.04550,0.00000,0.00000,0.00000,150.81250,171.98400,0.26200,0.14100
0.00000,0.00000,-17.50000,NaN,0.01562,0.00000,0.00000,0.00000,150.81250,101.62600,0.26200,0.22100
1.00000,0.00000,0.50000,1.00000,0.10260,0.00000,0.00000,0.00000,150.81250,49.72000,0.26200,0.32650
1.00000,0.00000,-1.00000,1.00000,0.02000,0.00000,0.00000,0.00000,171.98400,101.62600,0.14100,0.22100
1.00000,0.00000,-1.00000,1.00000,0.02756,0.00000,0.00000,0.00000,171.98400,49.72000,0.14100,0.32650
1.00000,0.00000,0.50000,1.00000,0.13915,0.00000,0.00000,0.00000,101.62600,49.72000,0.22100,0.32650
0.00000,0.00000,-1.00000,NaN,0.01395,0.00000,0.00000,0.00000,186.11750,248.01200,0.34250,0.27850
0.00000,0.00000,-36.00000,NaN,0.01688,0.00000,0.00000,0.00000,186.11750,128.97750,0.34250,0.25800
1.00000,0.00000,0.50000,1.00000,0.10746,0.00000,0.00000,0.00000,186.11750,111.06100,0.34250,0.32850
0.00000,0.00000,0.50000,NaN,0.02627,0.00000,0.00000,0.00000,186.11750,125.63950,0.34250,0.25400
0.00000,0.00000,-21.50000,NaN,0.01204,0.00000,0.00000,0.00000,248.01200,128.97750,0.27850,0.25800
1.00000,0.00000,0.50000,1.00000,0.07467,0.00000,0.00000,0.00000,248.01200,111.06100,0.27850,0.32850
1.00000,0.00000,1.00000,1.50000,0.03457,0.00000,0.00000,0.00000,248.01200,125.63950,0.27850,0.25400
1.00000,0.00000,0.50000,1.00000,0.07187,0.00000,0.00000,0.00000,128.97750,111.06100,0.25800,0.32850
1.00000,0.00000,1.00000,1.50000,0.01943,0.00000,0.00000,0.00000,128.97750,125.63950,0.25800,0.25400
1.00000,0.00000,-0.50000,1.50000,0.03239,0.00000,0.00000,0.00000,111.06100,125.63950,0.32850,0.25400
0.00000,0.00000,1.50000,NaN,0.01192,0.00000,0.00000,0.00000,186.30600,117.17950,0.12600,0.31300
0.00000,0.00000,-37.50000,NaN,0.00639,0.00000,0.00000,0.00000,186.30600,80.59050,0.12600,0.41950
1.00000,0.00000,0.50000,1.00000,0.03943,0.00000,0.00000,0.00000,186.30600,73.23450,0.12600,0.36850
1.00000,0.00000,-1.50000,1.00000,0.00350,0.00000,0.00000,0.00000,117.17950,80.59050,0.31300,0.41950
1.00000,0.00000,1.00000,1.50000,0.01693,0.00000,0.00000,0.00000,117.17950,73.23450,0.31300,0.36850
1.00000,0.00000,0.50000,1.50000,0.01347,0.00000,0.00000,0.00000,80.59050,73.23450,0.41950,0.36850
0.00000,0.00000,-12.00000,NaN,0.00448,0.00000,0.00000,0.00000,201.39900,170.06900,0.26350,0.19450
0.00000,0.00000,32.00000,NaN,0.01045,0.00000,0.00000,0.00000,201.39900,174.16950,0.26350,0.18200
1.00000,0.00000,1.50000,1.00000,0.02945,0.00000,0.00000,0.00000,170.06900,174.16950,0.19450,0.18200
0.00000,0.00000,-2.00000,NaN,0.03634,0.00000,0.00000,0.00000,201.47200,62.38100,0.13500,0.45450
1.00000,0.00000,1.00000,1.50000,0.12511,0.00000,0.00000,0.00000,201.47200,89.24800,0.13500,0.24500
1.00000,0.00000,0.50000,1.00000,0.08929,0.00000,0.00000,0.00000,62.38100,89.24800,0.45450,0.24500
0.00000,0.00000,-4.50000,NaN,0.04152,0.00000,0.00000,0.00000,243.28150,150.58150,0.18950,0.13200
0.00000,0.00000,1.00000,NaN,0.06450,0.00000,0.00000,0.00000,243.28150,176.49650,0.18950,0.17900
0.00000,0.00000,-27.50000,NaN,0.02936,0.00000,0.00000,0.00000,243.28150,103.69900,0.18950,0.22200
1.00000,0.00000,1.00000,1.00000,0.01774,0.00000,0.00000,0.00000,150.58150,176.49650,0.13200,0.17900
0.00000,0.00000,-35.00000,NaN,0.00526,0.00000,0.00000,0.00000,150.58150,103.69900,0.13200,0.22200
1.00000,0.00000,-1.00000,1.00000,0.01960,0.00000,0.00000,0.00000,176.49650,103.69900,0.17900,0.22200
0.00000,0.00000,-32.00000,NaN,0.00912,0.00000,0.00000,0.00000,146.83050,138.48350,0.25250,0.28550
1.00000,0.00000,0.50000,1.00000,0.03672,0.00000,0.00000,0.00000,146.83050,104.23400,0.25250,0.39700
0.00000,0.00000,12.00000,NaN,0.01724,0.00000,0.00000,0.00000,146.83050,122.15850,0.25250,0.24500
1.00000,0.00000,0.50000,1.00000,0.05555,0.00000,0.00000,0.00000,138.48350,104.23400,0.28550,0.39700
1.00000,0.00000,0.50000,1.50000,0.02901,0.00000,0.00000,0.00000,138.48350,122.15850,0.28550,0.24500
1.00000,0.00000,-0.50000,1.00000,0.02910,0.00000,0.00000,0.00000,104.23400,122.15850,0.39700,0.24500
1.00000,0.00000,0.50000,1.50000,0.02555,0.00000,0.00000,0.00000,141.27250,107.18700,0.16850,0.23850
1.00000,0.00000,1.50000,1.50000,0.03663,0.00000,0.00000,0.00000,67.95650,86.63000,0.47750,0.36000
1.00000,0.00000,1.50000,1.50000,0.03275,0.00000,0.00000,0.00000,67.95650,93.40600,0.47750,0.24750
1.00000,0.00000,1.50000,2.00000,0.01117,0.00000,0.00000,0.00000,86.63000,93.40600,0.36000,0.24750
0.00000,0.00000,37.50000,NaN,0.01153,0.00000,0.00000,0.00000,211.61800,145.14600,0.15350,0.26800
0.00000,0.00000,1.00000,NaN,0.00975,0.00000,0.00000,0.00000,211.61800,170.00950,0.15350,0.44400
0.00000,0.00000,-34.00000,NaN,0.02147,0.00000,0.00000,0.00000,211.61800,190.07500,0.15350,0.14600
1.00000,0.00000,1.00000,1.00000,0.02290,0.00000,0.00000,0.00000,211.61800,132.39250,0.15350,0.19950
0.00000,0.00000,-36.50000,NaN,0.00386,0.00000,0.00000,0.00000,145.14600,170.00950,0.26800,0.44400
0.00000,0.00000,-35.50000,NaN,0.01641,0.00000,0.00000,0.00000,145.14600,190.07500,0.26800,0.14600
1.00000,0.00000,0.50000,1.50000,0.12883,0.00000,0.00000,0.00000,145.14600,132.39250,0.26800,0.19950
0.00000,0.00000,-17.00000,NaN,0.01475,0.00000,0.00000,0.00000,170.00950,190.07500,0.44400,0.14600
1.00000,0.00000,0.50000,1.00000,0.08436,0.00000,0.00000,0.00000,170.00950,132.39250,0.44400,0.19950
1.00000,0.00000,1.00000,1.00000,0.01418,0.00000,0.00000,0.00000,190.07500,132.39250,0.14600,0.19950
0.00000,0.00000,23.50000,NaN,0.01251,0.00000,0.00000,0.00000,185.80200,142.65800,0.13750,0.22800
0.00000,0.00000,-1.50000,NaN,0.00695,0.00000,0.00000,0.00000,185.80200,93.71550,0.13750,0.37400
1.00000,0.00000,-1.00000,1.00000,0.03445,0.00000,0.00000,0.00000,185.80200,51.58000,0.13750,0.26900
0.00000,0.00000,0.50000,NaN,0.01344,0.00000,0.00000,0.00000,142.65800,93.71550,0.22800,0.37400
1.00000,0.00000,1.00000,1.00000,0.02300,0.00000,0.00000,0.00000,142.65800,51.58000,0.22800,0.26900
1.00000,0.00000,1.00000,1.00000,0.02889,0.00000,0.00000,0.00000,93.71550,51.58000,0.37400,0.26900
1.00000,0.00000,-1.00000,1.50000,0.01584,0.00000,0.00000,0.00000,96.19450,138.75450,0.31450,0.42150
1.00000,0.00000,1.00000,2.00000,0.01907,0.00000,0.00000,0.00000,96.19450,91.49000,0.31450,0.29700
1.00000,0.00000,-1.00000,1.00000,0.10024,0.00000,0.00000,0.00000,96.19450,82.97750,0.31450,0.78150
1.00000,0.00000,0.50000,1.50000,0.03729,0.00000,0.00000,0.00000,138.75450,91.49000,0.42150,0.29700
1.00000,0.00000,0.50000,1.00000,0.01531,0.00000,0.00000,0.00000,138.75450,82.97750,0.42150,0.78150
1.00000,0.00000,-1.00000,1.00000,0.10812,0.00000,0.00000,0.00000,91.49000,82.97750,0.29700,0.78150
1.00000,0.00000,-1.50000,1.50000,0.00802,0.00000,0.00000,0.00000,138.73750,141.86200,0.37700,0.31900
0.00000,0.00000,1.50000,NaN,0.00347,0.00000,0.00000,0.00000,138.73750,175.66500,0.37700,0.35900
0.00000,0.00000,1.50000,NaN,0.00624,0.00000,0.00000,0.00000,141.86200,175.66500,0.31900,0.35900
0.00000,0.00000,1.00000,NaN,0.02883,0.00000,0.00000,0.00000,165.55550,117.49350,0.27650,0.22700
0.00000,0.00000,-32.00000,NaN,0.00561,0.00000,0.00000,0.00000,121.22900,118.44700,0.50300,0.34850
0.00000,0.00000,1.00000,NaN,0.00667,0.00000,0.00000,0.00000,121.22900,114.12900,0.50300,0.22250
0.00000,0.00000,-2.00000,NaN,0.00481,0.00000,0.00000,0.00000,121.22900,137.86250,0.50300,0.40800
0.00000,0.00000,0.50000,NaN,0.00721,0.00000,0.00000,0.00000,118.44700,114.12900,0.34850,0.22250
0.00000,0.00000,0.50000,NaN,0.00745,0.00000,0.00000,0.00000,118.44700,137.86250,0.34850,0.40800
1.00000,0.00000,-0.50000,2.00000,0.01087,0.00000,0.00000,0.00000,114.12900,137.86250,0.22250,0.40800
0.00000,0.00000,-27.00000,NaN,0.02349,0.00000,0.00000,0.00000,229.96350,65.42050,0.12400,0.40950
0.00000,0.00000,-40.00000,NaN,0.01472,0.00000,0.00000,0.00000,229.96350,142.34600,0.12400,0.28300
0.00000,0.00000,-11.00000,NaN,0.03260,0.00000,0.00000,0.00000,229.96350,153.97950,0.12400,0.17300
1.00000,0.00000,1.00000,2.00000,0.00707,0.00000,0.00000,0.00000,65.42050,142.34600,0.40950,0.28300
0.00000,0.00000,-37.50000,NaN,0.00509,0.00000,0.00000,0.00000,65.42050,153.97950,0.40950,0.17300
0.00000,0.00000,23.50000,NaN,0.00735,0.00000,0.00000,0.00000,142.34600,153.97950,0.28300,0.17300
1.00000,0.00000,0.50000,1.50000,0.06698,0.00000,0.00000,0.00000,136.22100,141.33100,0.30050,0.20150
1.00000,0.00000,0.50000,1.00000,0.03563,0.00000,0.00000,0.00000,136.22100,93.15900,0.30050,0.30950
1.00000,0.00000,-1.00000,1.00000,0.01890,0.00000,0.00000,0.00000,141.33100,93.15900,0.20150,0.30950
1.00000,0.00000,-0.50000,1.50000,0.20685,0.00000,0.00000,0.00000,172.30900,210.80000,0.15500,0.16050
1.00000,0.00000,-0.50000,1.00000,0.07507,0.00000,0.00000,0.00000,172.30900,128.87600,0.15500,0.21450
1.00000,0.00000,0.50000,1.50000,0.04758,0.00000,0.00000,0.00000,172.30900,144.64250,0.15500,0.22600
1.00000,0.00000,1.00000,1.50000,0.04440,0.00000,0.00000,0.00000,210.80000,128.87600,0.16050,0.21450
1.00000,0.00000,0.50000,1.00000,0.16684,0.00000,0.00000,0.00000,210.80000,144.64250,0.16050,0.22600
1.00000,0.00000,0.50000,1.00000,0.22380,0.00000,0.00000,0.00000,128.87600,144.64250,0.21450,0.22600
1.00000,0.00000,1.00000,1.50000,0.03068,0.00000,0.00000,0.00000,167.77600,127.50400,0.18400,0.20100
1.00000,0.00000,-1.50000,2.00000,0.01166,0.00000,0.00000,0.00000,88.47450,161.90600,0.42250,0.95400
1.00000,0.00000,1.00000,1.00000,0.02007,0.00000,0.00000,0.00000,88.47450,226.48100,0.42250,0.13900
1.00000,0.00000,1.50000,2.50000,0.01821,0.00000,0.00000,0.00000,88.47450,107.06300,0.42250,0.47950
0.00000,0.00000,1.50000,NaN,0.01577,0.00000,0.00000,0.00000,161.90600,226.48100,0.95400,0.13900
1.00000,0.00000,0.50000,1.50000,0.03603,0.00000,0.00000,0.00000,161.90600,107.06300,0.95400,0.47950
1.00000,0.00000,1.00000,1.50000,0.01526,0.00000,0.00000,0.00000,226.48100,107.06300,0.13900,0.47950
1.00000,0.00000,0.50000,1.00000,0.24821,0.00000,0.00000,0.00000,158.95550,102.90350,0.18350,0.32050
1.00000,0.00000,0.50000,1.00000,0.06392,0.00000,0.00000,0.00000,158.95550,121.24950,0.18350,0.43500
1.00000,0.00000,-1.00000,1.50000,0.14356,0.00000,0.00000,0.00000,102.90350,121.24950,0.32050,0.43500
0.00000,0.00000,18.00000,NaN,0.01157,0.00000,0.00000,0.00000,175.72800,92.21350,0.14900,0.40050
1.00000,0.00000,1.00000,1.00000,0.15174,0.00000,0.00000,0.00000,175.72800,81.07300,0.14900,0.29000
1.00000,0.00000,21.00000,1.00000,0.01059,0.00000,0.00000,0.00000,92.21350,81.07300,0.40050,0.29000
1.00000,0.00000,-1.00000,1.50000,0.01245,0.00000,0.00000,0.00000,75.67350,97.45550,0.40050,0.93000
0.00000,0.00000,1.00000,NaN,0.01314,0.00000,0.00000,0.00000,186.62100,156.78350,0.58550,0.17250
0.00000,0.00000,-13.00000,NaN,0.01265,0.00000,0.00000,0.00000,186.62100,111.78600,0.58550,0.26950
0.00000,0.00000,22.50000,NaN,0.01613,0.00000,0.00000,0.00000,186.62100,167.24550,0.58550,0.17500
0.00000,0.00000,28.50000,NaN,0.00656,0.00000,0.00000,0.00000,156.78350,111.78600,0.17250,0.26950
1.00000,0.00000,1.00000,1.00000,0.02261,0.00000,0.00000,0.00000,156.78350,167.24550,0.17250,0.17500
0.00000,0.00000,1.00000,NaN,0.01263,0.00000,0.00000,0.00000,111.78600,167.24550,0.26950,0.17500
1.00000,0.00000,-0.50000,1.50000,0.04231,0.00000,0.00000,0.00000,75.31300,241.24700,0.63050,0.31750
1.00000,0.00000,0.50000,1.00000,0.05925,0.00000,0.00000,0.00000,75.31300,112.73950,0.63050,0.25800
1.00000,0.00000,1.50000,1.00000,0.01188,0.00000,0.00000,0.00000,75.31300,161.99750,0.63050,0.15600
1.00000,0.00000,0.50000,2.00000,0.02909,0.00000,0.00000,0.00000,241.24700,112.73950,0.31750,0.25800
0.00000,0.00000,1.00000,NaN,0.01680,0.00000,0.00000,0.00000,241.24700,161.99750,0.31750,0.15600
1.00000,0.00000,-1.00000,2.00000,0.01971,0.00000,0.00000,0.00000,112.73950,161.99750,0.25800,0.15600
1.00000,0.00000,-0.50000,1.00000,0.04951,0.00000,0.00000,0.00000,119.38250,155.59950,0.41950,0.39350
1.00000,0.00000,-1.00000,1.50000,0.01011,0.00000,0.00000,0.00000,119.38250,214.85050,0.41950,0.14150
1.00000,0.00000,0.50000,1.50000,0.02673,0.00000,0.00000,0.00000,155.59950,214.85050,0.39350,0.14150
0.00000,0.00000,-0.50000,NaN,0.02158,0.00000,0.00000,0.00000,102.09600,138.06650,0.27950,0.29700
1.00000,0.00000,-1.00000,1.50000,0.01957,0.00000,0.00000,0.00000,102.09600,196.39800,0.27950,0.21550
1.00000,0.00000,1.50000,2.00000,0.01595,0.00000,0.00000,0.00000,138.06650,196.39800,0.29700,0.21550
1.00000,0.00000,0.50000,1.50000,0.01436,0.00000,0.00000,0.00000,150.60000,147.19950,0.17000,0.17300
1.00000,0.00000,0.50000,1.50000,0.01648,0.00000,0.00000,0.00000,150.60000,94.34200,0.17000,0.33800
1.00000,0.00000,1.00000,1.50000,0.02932,0.00000,0.00000,0.00000,147.19950,94.34200,0.17300,0.33800
1.00000,0.00000,1.00000,1.50000,0.04817,0.00000,0.00000,0.00000,138.54400,223.88000,0.26600,0.16450
1.00000,0.00000,-0.50000,1.00000,0.05235,0.00000,0.00000,0.00000,138.54400,73.32400,0.26600,0.28500
1.00000,0.00000,0.50000,1.00000,0.01809,0.00000,0.00000,0.00000,138.54400,106.00100,0.26600,0.36900
1.00000,0.00000,-1.00000,1.50000,0.03079,0.00000,0.00000,0.00000,223.88000,73.32400,0.16450,0.28500
0.00000,0.00000,0.00000,NaN,0.00946,0.00000,0.00000,0.00000,223.88000,106.00100,0.16450,0.36900
1.00000,0.00000,0.50000,1.00000,0.03800,0.00000,0.00000,0.00000,73.32400,106.00100,0.28500,0.36900
0.00000,0.00000,29.50000,NaN,0.00781,0.00000,0.00000,0.00000,210.01500,148.62850,0.11950,0.27200
0.00000,0.00000,33.50000,NaN,0.00571,0.00000,0.00000,0.00000,210.01500,171.65600,0.11950,0.23200
1.00000,0.00000,1.00000,1.00000,0.04394,0.00000,0.00000,0.00000,210.01500,198.42400,0.11950,0.17950
0.00000,0.00000,-9.00000,NaN,0.00468,0.00000,0.00000,0.00000,148.62850,171.65600,0.27200,0.23200
0.00000,0.00000,-12.50000,NaN,0.00561,0.00000,0.00000,0.00000,148.62850,198.42400,0.27200,0.17950
1.00000,0.00000,0.50000,1.50000,0.04311,0.00000,0.00000,0.00000,171.65600,198.42400,0.23200,0.17950
1.00000,0.00000,1.00000,1.50000,0.04892,0.00000,0.00000,0.00000,188.27600,133.60000,0.17750,0.18100
0.00000,0.00000,10.00000,NaN,0.00821,0.00000,0.00000,0.00000,188.27600,174.82500,0.17750,0.31900
1.00000,0.00000,-1.00000,1.50000,0.02296,0.00000,0.00000,0.00000,133.60000,174.82500,0.18100,0.31900
1.00000,0.00000,1.50000,1.50000,0.02911,0.00000,0.00000,0.00000,75.60000,191.14600,0.35850,0.12650
1.00000,0.00000,-1.00000,1.50000,0.01094,0.00000,0.00000,0.00000,90.37000,205.19150,0.37150,0.11500
0.00000,0.00000,19.00000,NaN,0.00980,0.00000,0.00000,0.00000,175.04000,123.14300,0.22650,0.22850
1.00000,0.00000,-17.00000,1.50000,0.01689,0.00000,0.00000,0.00000,175.04000,84.13400,0.22650,0.34850
1.00000,0.00000,2.00000,1.00000,0.01527,0.00000,0.00000,0.00000,123.14300,84.13400,0.22850,0.34850
0.00000,0.00000,-37.50000,NaN,0.00693,0.00000,0.00000,0.00000,139.41150,121.24050,0.19350,0.34300
0.00000,0.00000,-40.00000,NaN,0.01132,0.00000,0.00000,0.00000,139.41150,177.62400,0.19350,0.18300
0.00000,0.00000,1.00000,NaN,0.01315,0.00000,0.00000,0.00000,121.24050,177.62400,0.34300,0.18300
1.00000,0.00000,1.50000,1.50000,0.01507,0.00000,0.00000,0.00000,67.87950,115.40950,0.36850,0.26300
1.00000,0.00000,1.00000,1.50000,0.01721,0.00000,0.00000,0.00000,67.87950,221.60750,0.36850,0.11200
1.00000,0.00000,1.50000,1.50000,0.02641,0.00000,0.00000,0.00000,67.87950,197.34000,0.36850,0.25250
1.00000,0.00000,-1.50000,1.00000,0.01121,0.00000,0.00000,0.00000,115.40950,221.60750,0.26300,0.11200
1.00000,0.00000,1.50000,1.00000,0.00867,0.00000,0.00000,0.00000,115.40950,197.34000,0.26300,0.25250
0.00000,0.00000,-1.00000,NaN,0.01294,0.00000,0.00000,0.00000,221.60750,197.34000,0.11200,0.25250
0.00000,0.00000,-36.50000,NaN,0.00633,0.00000,0.00000,0.00000,205.93500,137.15400,0.16550,0.26550
1.00000,0.00000,-1.50000,1.50000,0.01159,0.00000,0.00000,0.00000,205.93500,129.12950,0.16550,0.27450
1.00000,0.00000,1.00000,1.50000,0.06446,0.00000,0.00000,0.00000,205.93500,131.33400,0.16550,0.26950
0.00000,0.00000,-35.00000,NaN,0.00659,0.00000,0.00000,0.00000,137.15400,129.12950,0.26550,0.27450
1.00000,0.00000,0.50000,1.50000,0.28067,0.00000,0.00000,0.00000,137.15400,131.33400,0.26550,0.26950
1.00000,0.00000,0.50000,1.00000,0.33575,0.00000,0.00000,0.00000,129.12950,131.33400,0.27450,0.26950
0.00000,0.00000,15.00000,NaN,0.01016,0.00000,0.00000,0.00000,249.06800,219.00200,0.17750,0.13000
0.00000,0.00000,-23.00000,NaN,0.00494,0.00000,0.00000,0.00000,249.06800,144.33500,0.17750,0.29400
0.00000,0.00000,-32.00000,NaN,0.00660,0.00000,0.00000,0.00000,249.06800,248.55300,0.17750,0.33850
0.00000,0.00000,-7.00000,NaN,0.00516,0.00000,0.00000,0.00000,219.00200,144.33500,0.13000,0.29400
0.00000,0.00000,-29.00000,NaN,0.00976,0.00000,0.00000,0.00000,219.00200,248.55300,0.13000,0.33850
0.00000,0.00000,33.00000,NaN,0.00653,0.00000,0.00000,0.00000,144.33500,248.55300,0.29400,0.33850
1.00000,0.00000,-15.00000,1.00000,0.01951,0.00000,0.00000,0.00000,199.99900,209.02800,0.11900,0.17750
0.00000,0.00000,25.00000,NaN,0.00864,0.00000,0.00000,0.00000,199.99900,150.54650,0.11900,0.28050
0.00000,0.00000,1.00000,NaN,0.00861,0.00000,0.00000,0.00000,199.99900,117.10400,0.11900,0.27500
1.00000,0.00000,11.50000,1.00000,0.00777,0.00000,0.00000,0.00000,209.02800,150.54650,0.17750,0.28050
0.00000,0.00000,-1.50000,NaN,0.00653,0.00000,0.00000,0.00000,209.02800,117.10400,0.17750,0.27500
0.00000,0.00000,0.50000,NaN,0.00449,0.00000,0.00000,0.00000,150.54650,117.10400,0.28050,0.27500
