sigPos,sigNeg,pdPos,hwPos,cccPos,pdNeg,hwNeg,cccNeg,si
1.00000,0.00000,0.50000,2.00000,0.00772,0.00000,0.00000,0.00000,0.22150
1.00000,0.00000,-1.00000,1.00000,0.03564,0.00000,0.00000,0.00000,0.16385
1.00000,0.00000,-1.50000,1.50000,0.02339,0.00000,0.00000,0.00000,0.14342
1.00000,0.00000,-1.50000,1.50000,0.01171,0.00000,0.00000,0.00000,0.20156
1.00000,0.00000,-0.50000,1.00000,0.09498,0.00000,0.00000,0.00000,0.12192
0.00000,0.00000,-0.50000,NaN,0.02991,0.00000,0.00000,0.00000,0.17979
0.00000,0.00000,-13.00000,NaN,0.01340,0.00000,0.00000,0.00000,0.15312
1.00000,0.00000,2.00000,1.00000,0.00874,0.00000,0.00000,0.00000,0.20001
1.00000,0.00000,0.50000,1.00000,0.05568,0.00000,0.00000,0.00000,0.27951
1.00000,0.00000,1.50000,1.50000,0.01027,0.00000,0.00000,0.00000,0.25545
1.00000,0.00000,1.00000,1.00000,0.01797,0.00000,0.00000,0.00000,0.17570
1.00000,0.00000,1.50000,1.50000,0.01510,0.00000,0.00000,0.00000,0.19321
0.00000,0.00000,-0.50000,NaN,0.01367,0.00000,0.00000,0.00000,0.24587
1.00000,0.00000,-5.50000,1.00000,0.01454,0.00000,0.00000,0.00000,0.10044
1.00000,0.00000,0.00000,2.00000,0.01750,0.00000,0.00000,0.00000,0.11671
0.00000,0.00000,1.50000,NaN,0.01304,0.00000,0.00000,0.00000,0.13775
1.00000,0.00000,-15.00000,1.00000,0.00879,0.00000,0.00000,0.00000,0.16441
0.00000,0.00000,-10.00000,NaN,0.01099,0.00000,0.00000,0.00000,0.10102
0.00000,0.00000,-5.00000,NaN,0.01093,0.00000,0.00000,0.00000,0.13702
1.00000,0.00000,-0.50000,1.00000,0.01530,0.00000,0.00000,0.00000,0.21094
1.00000,0.00000,0.50000,1.50000,0.01031,0.00000,0.00000,0.00000,0.26410
0.00000,0.00000,-1.00000,NaN,0.00947,0.00000,0.00000,0.00000,0.24138
0.00000,0.00000,-1.00000,NaN,0.01197,0.00000,0.00000,0.00000,0.27037
1.00000,0.00000,-1.00000,1.00000,0.00920,0.00000,0.00000,0.00000,0.35868
1.00000,0.00000,-0.50000,1.50000,0.01584,0.00000,0.00000,0.00000,0.38594
1.00000,0.00000,0.50000,1.50000,0.02931,0.00000,0.00000,0.00000,0.39745
1.00000,0.00000,0.50000,1.50000,0.01289,0.00000,0.00000,0.00000,0.24002
1.00000,0.00000,1.00000,1.00000,0.01864,0.00000,0.00000,0.00000,0.30025
1.00000,0.00000,0.50000,1.00000,0.03552,0.00000,0.00000,0.00000,0.35228
0.00000,0.00000,-24.50000,NaN,0.00998,0.00000,0.00000,0.00000,0.16863
0.00000,0.00000,-1.00000,NaN,0.00717,0.00000,0.00000,0.00000,0.22238
0.00000,0.00000,0.50000,NaN,0.00882,0.00000,0.00000,0.00000,0.19303
0.00000,0.00000,1.00000,NaN,0.01583,0.00000,0.00000,0.00000,0.23109
0.00000,0.00000,-27.00000,NaN,0.00785,0.00000,0.00000,0.00000,0.18662
0.00000,0.00000,-22.00000,NaN,0.00545,0.00000,0.00000,0.00000,0.29336
1.00000,0.00000,-22.00000,1.00000,0.00643,0.00000,0.00000,0.00000,0.32518
0.00000,0.00000,-10.00000,NaN,0.00393,0.00000,0.00000,0.00000,0.22522
1.00000,0.00000,0.50000,1.50000,0.01731,0.00000,0.00000,0.00000,0.23882
1.00000,0.00000,-1.00000,1.00000,0.01250,0.00000,0.00000,0.00000,0.27622
1.00000,0.00000,-0.50000,1.00000,0.09726,0.00000,0.00000,0.00000,0.31955
1.00000,0.00000,1.00000,1.50000,0.03777,0.00000,0.00000,0.00000,0.35412
1.00000,0.00000,-1.00000,1.00000,0.05480,0.00000,0.00000,0.00000,0.22473
1.00000,0.00000,0.50000,1.50000,0.01957,0.00000,0.00000,0.00000,0.28030
1.00000,0.00000,1.50000,1.00000,0.01293,0.00000,0.00000,0.00000,0.31657
0.00000,0.00000,12.50000,NaN,0.00528,0.00000,0.00000,0.00000,0.31743
1.00000,0.00000,0.50000,1.00000,0.12331,0.00000,0.00000,0.00000,0.34730
1.00000,0.00000,-1.50000,2.00000,0.01114,0.00000,0.00000,0.00000,0.18634
1.00000,0.00000,-1.50000,1.50000,0.01662,0.00000,0.00000,0.00000,0.26181
1.00000,0.00000,1.00000,1.50000,0.05670,0.00000,0.00000,0.00000,0.27132
1.00000,0.00000,1.50000,1.50000,0.04129,0.00000,0.00000,0.00000,0.15467
0.00000,0.00000,1.50000,NaN,0.01028,0.00000,0.00000,0.00000,0.20945
1.00000,0.00000,1.00000,2.00000,0.02584,0.00000,0.00000,0.00000,0.23416
1.00000,0.00000,4.50000,1.00000,0.00510,0.00000,0.00000,0.00000,0.20625
1.00000,0.00000,1.00000,1.00000,0.01902,0.00000,0.00000,0.00000,0.25564
1.00000,0.00000,0.50000,1.00000,0.04157,0.00000,0.00000,0.00000,0.36094
1.00000,0.00000,-1.50000,1.50000,0.00946,0.00000,0.00000,0.00000,0.35703
1.00000,0.00000,1.00000,2.00000,0.01922,0.00000,0.00000,0.00000,0.19390
1.00000,0.00000,-0.50000,1.00000,0.05123,0.00000,0.00000,0.00000,0.34051
1.00000,0.00000,-0.50000,1.00000,0.03201,0.00000,0.00000,0.00000,0.30843
1.00000,0.00000,1.00000,1.00000,0.07975,0.00000,0.00000,0.00000,0.28079
1.00000,0.00000,1.00000,1.00000,0.08769,0.00000,0.00000,0.00000,0.34172
1.00000,0.00000,-0.50000,1.50000,0.03073,0.00000,0.00000,0.00000,0.34612
1.00000,0.00000,0.50000,1.50000,0.07690,0.00000,0.00000,0.00000,0.35040
1.00000,0.00000,0.50000,1.50000,0.04515,0.00000,0.00000,0.00000,0.34802
1.00000,0.00000,-0.50000,1.00000,0.02933,0.00000,0.00000,0.00000,0.29535
1.00000,0.00000,0.50000,1.00000,0.08844,0.00000,0.00000,0.00000,0.34471
1.00000,0.00000,-1.00000,1.00000,0.02746,0.00000,0.00000,0.00000,0.31147
1.00000,0.00000,0.50000,1.00000,0.13905,0.00000,0.00000,0.00000,0.34370
1.00000,0.00000,1.00000,1.50000,0.04363,0.00000,0.00000,0.00000,0.30534
1.00000,0.00000,-1.00000,1.00000,0.01978,0.00000,0.00000,0.00000,0.25546
1.00000,0.00000,-1.00000,1.00000,0.03007,0.00000,0.00000,0.00000,0.15144
1.00000,0.00000,1.50000,1.50000,0.00560,0.00000,0.00000,0.00000,0.00092
1.00000,0.00000,-1.00000,1.00000,0.01966,0.00000,0.00000,0.00000,0.28790
1.00000,0.00000,1.50000,3.00000,0.03336,0.00000,0.00000,0.00000,0.15471
1.00000,0.00000,1.50000,2.00000,0.03478,0.00000,0.00000,0.00000,0.05675
0.00000,0.00000,-1.50000,NaN,0.02360,0.00000,0.00000,0.00000,0.21841
1.00000,0.00000,0.50000,1.00000,0.04087,0.00000,0.00000,0.00000,0.04421
1.00000,0.00000,1.00000,1.50000,0.05020,0.00000,0.00000,0.00000,0.02352
0.00000,0.00000,-1.50000,NaN,0.01182,0.00000,0.00000,0.00000,0.04003
0.00000,0.00000,-9.00000,NaN,0.02122,0.00000,0.00000,0.00000,0.34719
1.00000,0.00000,1.50000,1.50000,0.01726,0.00000,0.00000,0.00000,0.06843
1.00000,0.00000,1.50000,1.00000,0.00684,0.00000,0.00000,0.00000,0.02604
1.00000,0.00000,1.50000,1.00000,0.00679,0.00000,0.00000,0.00000,0.02764
0.00000,0.00000,32.50000,NaN,0.00650,0.00000,0.00000,0.00000,0.30591
1.00000,0.00000,-1.00000,1.00000,0.01534,0.00000,0.00000,0.00000,0.01806
0.00000,0.00000,-38.50000,NaN,0.00972,0.00000,0.00000,0.00000,-0.00375
1.00000,0.00000,1.50000,2.00000,0.04679,0.00000,0.00000,0.00000,0.07670
1.00000,0.00000,-0.50000,1.00000,0.01253,0.00000,0.00000,0.00000,0.34354
1.00000,0.00000,1.00000,1.00000,0.05674,0.00000,0.00000,0.00000,0.23529
1.00000,0.00000,1.00000,1.00000,0.04275,0.00000,0.00000,0.00000,0.17586
0.00000,0.00000,1.50000,NaN,0.02637,0.00000,0.00000,0.00000,-0.01280
1.00000,0.00000,5.50000,1.00000,0.05371,0.00000,0.00000,0.00000,0.00751
0.00000,0.00000,1.00000,NaN,0.00812,0.00000,0.00000,0.00000,0.11578
1.00000,0.00000,2.00000,1.50000,0.02673,0.00000,0.00000,0.00000,-0.02336
1.00000,0.00000,0.50000,1.50000,0.01977,0.00000,0.00000,0.00000,0.28655
0.00000,0.00000,1.00000,NaN,0.01938,0.00000,0.00000,0.00000,0.12245
1.00000,0.00000,1.50000,3.50000,0.02139,0.00000,0.00000,0.00000,0.10034
1.00000,0.00000,2.00000,1.00000,0.04017,0.00000,0.00000,0.00000,0.02735
1.00000,0.00000,1.50000,1.00000,0.02093,0.00000,0.00000,0.00000,0.09179
0.00000,0.00000,2.00000,NaN,0.03192,0.00000,0.00000,0.00000,0.19570
1.00000,0.00000,1.00000,1.50000,0.01642,0.00000,0.00000,0.00000,0.35086
0.00000,0.00000,1.00000,NaN,0.02531,0.00000,0.00000,0.00000,0.23249
1.00000,0.00000,0.50000,1.00000,0.10895,0.00000,0.00000,0.00000,0.06510
1.00000,0.00000,1.00000,2.00000,0.05025,0.00000,0.00000,0.00000,0.07209
0.00000,0.00000,1.50000,NaN,0.01255,0.00000,0.00000,0.00000,0.03571
1.00000,0.00000,1.00000,1.50000,0.04968,0.00000,0.00000,0.00000,0.19778
0.00000,0.00000,-2.00000,NaN,0.01323,0.00000,0.00000,0.00000,0.15604
1.00000,0.00000,-1.00000,1.50000,0.02219,0.00000,0.00000,0.00000,0.30204
1.00000,0.00000,2.00000,2.00000,0.00651,0.00000,0.00000,0.00000,0.16929
1.00000,0.00000,0.50000,1.00000,0.02084,0.00000,0.00000,0.00000,0.08532
1.00000,0.00000,1.50000,1.00000,0.01007,0.00000,0.00000,0.00000,0.10495
1.00000,0.00000,-0.50000,1.50000,0.03169,0.00000,0.00000,0.00000,0.44480
1.00000,0.00000,2.00000,1.50000,0.01856,0.00000,0.00000,0.00000,0.10171
1.00000,0.00000,-25.00000,1.00000,0.01834,0.00000,0.00000,0.00000,0.16688
1.00000,0.00000,-1.00000,1.50000,0.02933,0.00000,0.00000,0.00000,0.24284
0.00000,0.00000,1.50000,NaN,0.03011,0.00000,0.00000,0.00000,0.04066
1.00000,0.00000,5.00000,2.00000,0.05247,0.00000,0.00000,0.00000,0.02330
1.00000,0.00000,-1.00000,1.50000,0.01352,0.00000,0.00000,0.00000,0.18724
1.00000,0.00000,1.50000,2.50000,0.02153,0.00000,0.00000,0.00000,0.19872
1.00000,0.00000,2.00000,3.50000,0.01065,0.00000,0.00000,0.00000,0.34982
1.00000,0.00000,-0.50000,1.50000,0.01815,0.00000,0.00000,0.00000,0.20389
1.00000,0.00000,-1.50000,1.00000,0.03107,0.00000,0.00000,0.00000,0.34591
1.00000,0.00000,3.00000,1.00000,0.00851,0.00000,0.00000,0.00000,0.02936
1.00000,0.00000,1.50000,1.00000,0.00844,0.00000,0.00000,0.00000,0.22932
1.00000,0.00000,-1.00000,2.50000,0.00578,0.00000,0.00000,0.00000,0.34672
0.00000,0.00000,-24.00000,NaN,0.03124,0.00000,0.00000,0.00000,0.21805
0.00000,0.00000,1.00000,NaN,0.07033,0.00000,0.00000,0.00000,0.26306
1.00000,0.00000,1.50000,4.00000,0.00690,0.00000,0.00000,0.00000,0.15985
1.00000,0.00000,1.50000,1.50000,0.07904,0.00000,0.00000,0.00000,0.00284
1.00000,0.00000,2.00000,3.00000,0.02079,0.00000,0.00000,0.00000,0.16333
1.00000,0.00000,1.50000,1.50000,0.12642,0.00000,0.00000,0.00000,0.30985
0.00000,0.00000,0.50000,NaN,0.07172,0.00000,0.00000,0.00000,0.32549
1.00000,0.00000,-1.50000,1.50000,0.02177,0.00000,0.00000,0.00000,0.47219
1.00000,0.00000,-0.50000,2.00000,0.07539,0.00000,0.00000,0.00000,0.23788
0.00000,0.00000,0.00000,NaN,0.03485,0.00000,0.00000,0.00000,0.13308
1.00000,0.00000,-2.50000,2.00000,0.02676,0.00000,0.00000,0.00000,0.23167
1.00000,0.00000,3.00000,2.00000,0.00708,0.00000,0.00000,0.00000,0.06581
1.00000,0.00000,3.00000,3.00000,0.00916,0.00000,0.00000,0.00000,0.11017
0.00000,0.00000,-26.50000,NaN,0.00661,0.00000,0.00000,0.00000,0.63521
1.00000,0.00000,0.50000,1.50000,0.09692,0.00000,0.00000,0.00000,0.29472
1.00000,0.00000,1.50000,1.50000,0.02931,0.00000,0.00000,0.00000,0.32198
1.00000,0.00000,1.00000,2.00000,0.12642,0.00000,0.00000,0.00000,0.22910
0.00000,0.00000,-22.50000,NaN,0.00897,0.00000,0.00000,0.00000,0.10680
0.00000,0.00000,-7.50000,NaN,0.02213,0.00000,0.00000,0.00000,0.28108
0.00000,0.00000,-34.00000,NaN,0.00981,0.00000,0.00000,0.00000,0.17949
1.00000,0.00000,-1.00000,1.50000,0.01274,0.00000,0.00000,0.00000,0.40337
1.00000,0.00000,-3.50000,2.50000,0.03693,0.00000,0.00000,0.00000,0.11604
1.00000,0.00000,-0.50000,1.00000,0.03654,0.00000,0.00000,0.00000,0.22109
1.00000,0.00000,-25.00000,1.00000,0.00880,0.00000,0.00000,0.00000,0.32403
0.00000,0.00000,34.50000,NaN,0.00955,0.00000,0.00000,0.00000,0.26617
0.00000,0.00000,-34.50000,NaN,0.00914,0.00000,0.00000,0.00000,0.34593
1.00000,0.00000,1.50000,1.00000,0.10381,0.00000,0.00000,0.00000,0.09304
0.00000,0.00000,1.00000,NaN,0.01698,0.00000,0.00000,0.00000,0.21599
0.00000,0.00000,-1.50000,NaN,0.02369,0.00000,0.00000,0.00000,0.07090
1.00000,0.00000,3.50000,1.00000,0.01262,0.00000,0.00000,0.00000,0.31462
1.00000,0.00000,1.00000,1.50000,0.09426,0.00000,0.00000,0.00000,0.29119
1.00000,0.00000,1.00000,1.00000,0.02871,0.00000,0.00000,0.00000,0.24701
0.00000,0.00000,-39.50000,NaN,0.01372,0.00000,0.00000,0.00000,0.19604
0.00000,0.00000,1.00000,NaN,0.02310,0.00000,0.00000,0.00000,0.09307
0.00000,0.00000,12.00000,NaN,0.00885,0.00000,0.00000,0.00000,0.10861
1.00000,0.00000,1.50000,1.50000,0.01351,0.00000,0.00000,0.00000,0.10878
1.00000,0.00000,-2.00000,1.00000,0.00903,0.00000,0.00000,0.00000,0.18824
1.00000,0.00000,4.50000,1.00000,0.02123,0.00000,0.00000,0.00000,0.44256
1.00000,0.00000,1.00000,1.00000,0.18249,0.00000,0.00000,0.00000,0.28221
1.00000,0.00000,-2.00000,1.50000,0.03257,0.00000,0.00000,0.00000,0.03364
0.00000,0.00000,-29.00000,NaN,0.01461,0.00000,0.00000,0.00000,0.33326
1.00000,0.00000,1.00000,1.50000,0.02641,0.00000,0.00000,0.00000,0.25968
1.00000,0.00000,3.00000,2.00000,0.03155,0.00000,0.00000,0.00000,0.15301
1.00000,0.00000,2.00000,3.00000,0.03589,0.00000,0.00000,0.00000,0.13900
1.00000,0.00000,1.00000,1.00000,0.00723,0.00000,0.00000,0.00000,0.37344
1.00000,0.00000,1.50000,1.00000,0.02609,0.00000,0.00000,0.00000,0.11180
0.00000,0.00000,-34.50000,NaN,0.00648,0.00000,0.00000,0.00000,0.16050
1.00000,0.00000,-23.50000,1.00000,0.01353,0.00000,0.00000,0.00000,0.22069
0.00000,0.00000,-1.00000,NaN,0.00972,0.00000,0.00000,0.00000,0.25045
1.00000,0.00000,1.00000,1.00000,0.05198,0.00000,0.00000,0.00000,0.33745
1.00000,0.00000,-1.00000,1.50000,0.00990,0.00000,0.00000,0.00000,0.39960
1.00000,0.00000,-1.00000,1.50000,0.02287,0.00000,0.00000,0.00000,0.48791
1.00000,0.00000,1.50000,1.50000,0.00836,0.00000,0.00000,0.00000,0.08843
1.00000,0.00000,1.50000,2.50000,0.00574,0.00000,0.00000,0.00000,0.30308
0.00000,0.00000,0.50000,NaN,0.00819,0.00000,0.00000,0.00000,0.33792
0.00000,0.00000,-1.00000,NaN,0.00825,0.00000,0.00000,0.00000,0.26259
1.00000,0.00000,-33.50000,1.50000,0.00919,0.00000,0.00000,0.00000,0.22295
0.00000,0.00000,1.00000,NaN,0.00731,0.00000,0.00000,0.00000,0.48015
1.00000,0.00000,12.00000,1.00000,0.00650,0.00000,0.00000,0.00000,0.33284
1.00000,0.00000,16.00000,1.00000,0.01096,0.00000,0.00000,0.00000,0.54791
1.00000,0.00000,-1.00000,1.50000,0.01162,0.00000,0.00000,0.00000,0.28926
0.00000,0.00000,0.50000,NaN,0.06380,0.00000,0.00000,0.00000,0.16638
0.00000,0.00000,-1.50000,NaN,0.03978,0.00000,0.00000,0.00000,0.23223
0.00000,0.00000,1.00000,NaN,0.06416,0.00000,0.00000,0.00000,0.16524
1.00000,0.00000,0.50000,1.50000,0.01903,0.00000,0.00000,0.00000,0.30156
0.00000,0.00000,-1.00000,NaN,0.01553,0.00000,0.00000,0.00000,0.19465
1.00000,0.00000,1.00000,1.50000,0.01753,0.00000,0.00000,0.00000,0.25910
0.00000,0.00000,-26.00000,NaN,0.00836,0.00000,0.00000,0.00000,0.19936
0.00000,0.00000,-32.00000,NaN,0.01062,0.00000,0.00000,0.00000,0.12290
0.00000,0.00000,1.50000,NaN,0.01251,0.00000,0.00000,0.00000,0.26111
1.00000,0.00000,0.50000,2.00000,0.02404,0.00000,0.00000,0.00000,0.22190
0.00000,0.00000,-34.00000,NaN,0.01461,0.00000,0.00000,0.00000,0.31217
0.00000,0.00000,-1.50000,NaN,0.03255,0.00000,0.00000,0.00000,0.03680
0.00000,0.00000,4.50000,NaN,0.02230,0.00000,0.00000,0.00000,0.45450
0.00000,0.00000,31.00000,NaN,0.01116,0.00000,0.00000,0.00000,0.13358
0.00000,0.00000,-30.50000,NaN,0.01640,0.00000,0.00000,0.00000,0.33145
1.00000,0.00000,2.00000,1.50000,0.09214,0.00000,0.00000,0.00000,0.05664
1.00000,0.00000,1.00000,1.00000,0.05426,0.00000,0.00000,0.00000,0.15497
0.00000,0.00000,1.50000,NaN,0.02638,0.00000,0.00000,0.00000,0.14111
0.00000,0.00000,-1.50000,NaN,0.01108,0.00000,0.00000,0.00000,0.19144
1.00000,0.00000,-2.00000,1.00000,0.01145,0.00000,0.00000,0.00000,0.40909
1.00000,0.00000,-0.50000,1.00000,0.02286,0.00000,0.00000,0.00000,0.27017
0.00000,0.00000,33.50000,NaN,0.02405,0.00000,0.00000,0.00000,0.29841
1.00000,0.00000,0.50000,1.50000,0.17467,0.00000,0.00000,0.00000,0.31437
1.00000,0.00000,1.00000,1.00000,0.03351,0.00000,0.00000,0.00000,0.42263
0.00000,0.00000,27.50000,NaN,0.01070,0.00000,0.00000,0.00000,0.07154
0.00000,0.00000,2.00000,NaN,0.01611,0.00000,0.00000,0.00000,0.18806
0.00000,0.00000,1.50000,NaN,0.01614,0.00000,0.00000,0.00000,0.09162
1.00000,0.00000,-1.00000,1.50000,0.01856,0.00000,0.00000,0.00000,0.14157
1.00000,0.00000,-0.50000,1.50000,0.01582,0.00000,0.00000,0.00000,0.27347
1.00000,0.00000,1.50000,1.50000,0.02547,0.00000,0.00000,0.00000,0.43844
0.00000,0.00000,-1.50000,NaN,0.02030,0.00000,0.00000,0.00000,0.11918
1.00000,0.00000,1.50000,1.00000,0.06139,0.00000,0.00000,0.00000,0.15219
1.00000,0.00000,-26.00000,1.00000,0.04008,0.00000,0.00000,0.00000,0.32780
1.00000,0.00000,19.00000,1.00000,0.01286,0.00000,0.00000,0.00000,0.49427
0.00000,0.00000,-2.00000,NaN,0.01984,0.00000,0.00000,0.00000,0.06118
1.00000,0.00000,-1.00000,1.00000,0.04307,0.00000,0.00000,0.00000,0.07036
0.00000,0.00000,1.00000,NaN,0.02587,0.00000,0.00000,0.00000,0.18028
0.00000,0.00000,-2.50000,NaN,0.04215,0.00000,0.00000,0.00000,0.26391
0.00000,0.00000,1.00000,NaN,0.03292,0.00000,0.00000,0.00000,0.23358
1.00000,0.00000,1.00000,1.50000,0.04763,0.00000,0.00000,0.00000,0.24284
1.00000,0.00000,-2.50000,2.50000,0.03791,0.00000,0.00000,0.00000,0.13974
1.00000,0.00000,-0.50000,1.50000,0.05544,0.00000,0.00000,0.00000,0.40141
1.00000,0.00000,1.00000,1.00000,0.07477,0.00000,0.00000,0.00000,0.42490
1.00000,0.00000,2.50000,2.00000,0.04058,0.00000,0.00000,0.00000,0.13390
1.00000,0.00000,2.00000,3.00000,0.03702,0.00000,0.00000,0.00000,0.16779
1.00000,0.00000,1.00000,1.50000,0.08952,0.00000,0.00000,0.00000,0.49204
0.00000,0.00000,1.00000,NaN,0.00853,0.00000,0.00000,0.00000,0.09442
0.00000,0.00000,1.50000,NaN,0.01641,0.00000,0.00000,0.00000,0.05625
0.00000,0.00000,2.00000,NaN,0.01236,0.00000,0.00000,0.00000,0.16259
1.00000,0.00000,-1.00000,1.00000,0.02086,0.00000,0.00000,0.00000,0.13597
1.00000,0.00000,-1.00000,1.50000,0.01204,0.00000,0.00000,0.00000,0.26174
1.00000,0.00000,-1.50000,1.00000,0.01698,0.00000,0.00000,0.00000,0.28127
0.00000,0.00000,1.00000,NaN,0.00891,0.00000,0.00000,0.00000,0.20468
0.00000,0.00000,0.50000,NaN,0.01678,0.00000,0.00000,0.00000,0.30292
1.00000,0.00000,-1.00000,1.50000,0.00706,0.00000,0.00000,0.00000,0.18760
1.00000,0.00000,2.00000,1.00000,0.01029,0.00000,0.00000,0.00000,0.42303
1.00000,0.00000,0.50000,1.00000,0.04871,0.00000,0.00000,0.00000,0.36524
1.00000,0.00000,-1.00000,1.50000,0.04758,0.00000,0.00000,0.00000,0.17368
0.00000,0.00000,-1.50000,NaN,0.01344,0.00000,0.00000,0.00000,0.07897
0.00000,0.00000,-1.00000,NaN,0.01362,0.00000,0.00000,0.00000,0.41168
1.00000,0.00000,0.50000,1.50000,0.02143,0.00000,0.00000,0.00000,0.12602
0.00000,0.00000,-25.00000,NaN,0.01134,0.00000,0.00000,0.00000,0.12507
0.00000,0.00000,-16.50000,NaN,0.01658,0.00000,0.00000,0.00000,0.28257
0.00000,0.00000,1.00000,NaN,0.01872,0.00000,0.00000,0.00000,0.20065
0.00000,0.00000,1.50000,NaN,0.00616,0.00000,0.00000,0.00000,0.12596
1.00000,0.00000,0.50000,1.00000,0.01881,0.00000,0.00000,0.00000,0.20923
1.00000,0.00000,0.00000,1.50000,0.00720,0.00000,0.00000,0.00000,0.23854
1.00000,0.00000,-0.50000,1.50000,0.02479,0.00000,0.00000,0.00000,0.17301
1.00000,0.00000,1.50000,1.00000,0.02166,0.00000,0.00000,0.00000,0.31669
1.00000,0.00000,1.00000,1.00000,0.01425,0.00000,0.00000,0.00000,0.43799
1.00000,0.00000,1.50000,1.50000,0.01169,0.00000,0.00000,0.00000,0.18347
1.00000,0.00000,1.50000,1.00000,0.06194,0.00000,0.00000,0.00000,0.17028
0.00000,0.00000,10.50000,NaN,0.01307,0.00000,0.00000,0.00000,0.36048
1.00000,0.00000,-2.50000,2.00000,0.01488,0.00000,0.00000,0.00000,0.28354
1.00000,0.00000,1.00000,1.50000,0.02064,0.00000,0.00000,0.00000,0.44174
0.00000,0.00000,-33.50000,NaN,0.02432,0.00000,0.00000,0.00000,0.21138
0.00000,0.00000,0.50000,NaN,0.05822,0.00000,0.00000,0.00000,0.14599
0.00000,0.00000,1.50000,NaN,0.03203,0.00000,0.00000,0.00000,0.09725
0.00000,0.00000,1.00000,NaN,0.01889,0.00000,0.00000,0.00000,0.23337
1.00000,0.00000,1.00000,1.50000,0.03442,0.00000,0.00000,0.00000,0.18271
1.00000,0.00000,1.50000,1.00000,0.04305,0.00000,0.00000,0.00000,0.05587
0.00000,0.00000,-21.00000,NaN,0.00952,0.00000,0.00000,0.00000,0.37565
0.00000,0.00000,1.00000,NaN,0.00986,0.00000,0.00000,0.00000,0.29148
0.00000,0.00000,-0.50000,NaN,0.00980,0.00000,0.00000,0.00000,0.28850
1.00000,0.00000,-1.50000,1.00000,0.01162,0.00000,0.00000,0.00000,0.22165
1.00000,0.00000,1.50000,2.00000,0.02481,0.00000,0.00000,0.00000,0.10082
1.00000,0.00000,1.50000,1.50000,0.01996,0.00000,0.00000,0.00000,0.44185
1.00000,0.00000,-2.00000,2.00000,0.01756,0.00000,0.00000,0.00000,0.27541
0.00000,0.00000,1.00000,NaN,0.01180,0.00000,0.00000,0.00000,0.28891
1.00000,0.00000,-1.50000,1.50000,0.01402,0.00000,0.00000,0.00000,0.39249
1.00000,0.00000,-1.50000,1.50000,0.02631,0.00000,0.00000,0.00000,0.23955
1.00000,0.00000,-1.50000,1.00000,0.02171,0.00000,0.00000,0.00000,0.04283
1.00000,0.00000,-2.00000,2.50000,0.03966,0.00000,0.00000,0.00000,0.14564
1.00000,0.00000,2.50000,1.00000,0.02641,0.00000,0.00000,0.00000,0.14282
1.00000,0.00000,-1.50000,1.00000,0.02323,0.00000,0.00000,0.00000,0.36451
1.00000,0.00000,1.00000,1.00000,0.01709,0.00000,0.00000,0.00000,0.28820
1.00000,0.00000,-0.50000,1.00000,0.02429,0.00000,0.00000,0.00000,0.31452
1.00000,0.00000,1.00000,1.00000,0.01151,0.00000,0.00000,0.00000,0.33251
1.00000,0.00000,1.00000,1.00000,0.01082,0.00000,0.00000,0.00000,0.34329
1.00000,0.00000,-1.00000,1.50000,0.00872,0.00000,0.00000,0.00000,0.43622
1.00000,0.00000,1.50000,1.00000,0.01716,0.00000,0.00000,0.00000,0.29071
1.00000,0.00000,2.00000,1.00000,0.01894,0.00000,0.00000,0.00000,-0.06113
1.00000,0.00000,1.00000,1.00000,0.02210,0.00000,0.00000,0.00000,0.13271
1.00000,0.00000,1.50000,1.50000,0.03115,0.00000,0.00000,0.00000,0.17389
1.00000,0.00000,1.00000,1.50000,0.02440,0.00000,0.00000,0.00000,0.35941
1.00000,0.00000,1.00000,1.00000,0.04671,0.00000,0.00000,0.00000,0.39950
1.00000,0.00000,2.00000,1.00000,0.01524,0.00000,0.00000,0.00000,0.25862
1.00000,0.00000,0.50000,1.50000,0.05043,0.00000,0.00000,0.00000,0.32936
1.00000,0.00000,-2.00000,1.00000,0.06405,0.00000,0.00000,0.00000,0.09583
1.00000,0.00000,1.00000,1.00000,0.05094,0.00000,0.00000,0.00000,0.26271
1.00000,0.00000,-1.50000,2.50000,0.03405,0.00000,0.00000,0.00000,0.43372
1.00000,0.00000,-1.00000,2.00000,0.02417,0.00000,0.00000,0.00000,0.30099
1.00000,0.00000,0.50000,1.50000,0.02887,0.00000,0.00000,0.00000,0.25221
1.00000,0.00000,2.00000,2.50000,0.02263,0.00000,0.00000,0.00000,0.08483
1.00000,0.00000,1.50000,2.50000,0.02845,0.00000,0.00000,0.00000,0.05730
1.00000,0.00000,1.00000,2.00000,0.01186,0.00000,0.00000,0.00000,0.17004
1.00000,0.00000,2.00000,2.50000,0.03816,0.00000,0.00000,0.00000,0.23641
1.00000,0.00000,-2.00000,2.00000,0.02760,0.00000,0.00000,0.00000,0.09398
1.00000,0.00000,-1.00000,2.00000,0.04093,0.00000,0.00000,0.00000,0.13288
1.00000,0.00000,-3.00000,1.00000,0.03003,0.00000,0.00000,0.00000,0.15551
1.00000,0.00000,-2.00000,1.50000,0.03591,0.00000,0.00000,0.00000,0.48103
1.00000,0.00000,1.00000,3.00000,0.02433,0.00000,0.00000,0.00000,0.15415
1.00000,0.00000,3.50000,1.00000,0.02653,0.00000,0.00000,0.00000,0.26813
